path	domain_tag	asset_type	fill	types
parsed_rooms.dining_room	physical_attributes		10/300	object
parsed_rooms.dining_room.area	physical_attributes		10/300	float/null
parsed_rooms.dining_room.length	physical_attributes		10/300	float
parsed_rooms.dining_room.room_name	physical_attributes		10/300	str
parsed_rooms.dining_room.source	physical_attributes		10/300	null/str
parsed_rooms.dining_room.width	physical_attributes		10/300	float
parsed_rooms.ensuite	physical_attributes		2/300	object
parsed_rooms.ensuite.area	physical_attributes		2/300	float/null
parsed_rooms.ensuite.length	physical_attributes		2/300	float
parsed_rooms.ensuite.room_name	physical_attributes		2/300	str
parsed_rooms.ensuite.source	physical_attributes		2/300	null/str
parsed_rooms.ensuite.width	physical_attributes		2/300	float
parsed_rooms.family_room	physical_attributes		2/300	object
parsed_rooms.family_room.area	physical_attributes		2/300	null
parsed_rooms.family_room.length	physical_attributes		2/300	float
parsed_rooms.family_room.room_name	physical_attributes		2/300	str
parsed_rooms.family_room.source	physical_attributes		2/300	str
parsed_rooms.family_room.width	physical_attributes		2/300	float
parsed_rooms.garage	physical_attributes		11/300	object
parsed_rooms.garage.area	physical_attributes		11/300	float/null
parsed_rooms.garage.length	physical_attributes		11/300	float
parsed_rooms.garage.room_name	physical_attributes		11/300	str
parsed_rooms.garage.source	physical_attributes		11/300	null/str
parsed_rooms.garage.width	physical_attributes		11/300	float
parsed_rooms.kitchen	physical_attributes		9/300	object
parsed_rooms.kitchen.area	physical_attributes		9/300	float/null
parsed_rooms.kitchen.length	physical_attributes		9/300	float
parsed_rooms.kitchen.room_name	physical_attributes		9/300	str
parsed_rooms.kitchen.source	physical_attributes		9/300	null/str
parsed_rooms.kitchen.width	physical_attributes		9/300	float
parsed_rooms.laundry	physical_attributes		4/300	object
parsed_rooms.laundry.area	physical_attributes		4/300	float/null
parsed_rooms.laundry.length	physical_attributes		4/300	float
parsed_rooms.laundry.room_name	physical_attributes		4/300	str
parsed_rooms.laundry.source	physical_attributes		4/300	null/str
parsed_rooms.laundry.width	physical_attributes		4/300	float
parsed_rooms.living_room	physical_attributes		13/300	object
parsed_rooms.living_room.area	physical_attributes		13/300	float/null
parsed_rooms.living_room.length	physical_attributes		13/300	float
parsed_rooms.living_room.room_name	physical_attributes		13/300	str
parsed_rooms.living_room.source	physical_attributes		13/300	null/str
parsed_rooms.living_room.width	physical_attributes		13/300	float
parsed_rooms.other	physical_attributes		2/300	object
parsed_rooms.other.area	physical_attributes		2/300	null
parsed_rooms.other.length	physical_attributes		2/300	float
parsed_rooms.other.room_name	physical_attributes		2/300	str
parsed_rooms.other.source	physical_attributes		2/300	str
parsed_rooms.other.width	physical_attributes		2/300	float
parsed_rooms.other_2	physical_attributes		1/300	object
parsed_rooms.other_2.area	physical_attributes		1/300	null
parsed_rooms.other_2.length	physical_attributes		1/300	float
parsed_rooms.other_2.room_name	physical_attributes		1/300	str
parsed_rooms.other_2.source	physical_attributes		1/300	str
parsed_rooms.other_2.width	physical_attributes		1/300	float
parsed_rooms.outdoor_space	physical_attributes		1/300	object
parsed_rooms.outdoor_space.area	physical_attributes		1/300	float
parsed_rooms.outdoor_space.length	physical_attributes		1/300	float
parsed_rooms.outdoor_space.room_name	physical_attributes		1/300	str
parsed_rooms.outdoor_space.source	physical_attributes		1/300	null
parsed_rooms.outdoor_space.width	physical_attributes		1/300	float
parsed_rooms.patio	physical_attributes		5/300	object
parsed_rooms.patio.area	physical_attributes		5/300	float/null
parsed_rooms.patio.length	physical_attributes		5/300	float
parsed_rooms.patio.room_name	physical_attributes		5/300	str
parsed_rooms.patio.source	physical_attributes		5/300	null/str
parsed_rooms.patio.width	physical_attributes		5/300	float
parsed_rooms.patio_2	physical_attributes		2/300	object
parsed_rooms.patio_2.area	physical_attributes		2/300	float
parsed_rooms.patio_2.length	physical_attributes		2/300	float
parsed_rooms.patio_2.room_name	physical_attributes		2/300	str
parsed_rooms.patio_2.source	physical_attributes		2/300	null
parsed_rooms.patio_2.width	physical_attributes		2/300	float
parsed_rooms.patio_4	physical_attributes		1/300	object
parsed_rooms.patio_4.area	physical_attributes		1/300	null
parsed_rooms.patio_4.length	physical_attributes		1/300	float
parsed_rooms.patio_4.room_name	physical_attributes		1/300	str
parsed_rooms.patio_4.source	physical_attributes		1/300	str
parsed_rooms.patio_4.width	physical_attributes		1/300	float
parsed_rooms.porch	physical_attributes		1/300	object
parsed_rooms.porch.area	physical_attributes		1/300	null
parsed_rooms.porch.length	physical_attributes		1/300	null
parsed_rooms.porch.room_name	physical_attributes		1/300	str
parsed_rooms.porch.source	physical_attributes		1/300	str
parsed_rooms.porch.width	physical_attributes		1/300	null
parsed_rooms.primary_bedroom	physical_attributes		1/300	object
parsed_rooms.primary_bedroom.area	physical_attributes		1/300	float
parsed_rooms.primary_bedroom.length	physical_attributes		1/300	float
parsed_rooms.primary_bedroom.room_name	physical_attributes		1/300	str
parsed_rooms.primary_bedroom.source	physical_attributes		1/300	null
parsed_rooms.primary_bedroom.width	physical_attributes		1/300	float
parsed_rooms.walk_in_robe	physical_attributes		2/300	object
parsed_rooms.walk_in_robe.area	physical_attributes		2/300	float
parsed_rooms.walk_in_robe.length	physical_attributes		2/300	float
parsed_rooms.walk_in_robe.room_name	physical_attributes		2/300	str
parsed_rooms.walk_in_robe.source	physical_attributes		2/300	null
parsed_rooms.walk_in_robe.width	physical_attributes		2/300	float
parsed_rooms_updated	physical_attributes		13/300	datetime
photo_tour_order	images_assets	facade_gallery	3/300	array[object]
photo_tour_order[].description	images_assets	facade_gallery	3/300	str
photo_tour_order[].image_index	images_assets	facade_gallery	3/300	int
photo_tour_order[].reorder_position	images_assets	facade_gallery	3/300	int
photo_tour_order[].selection_reason	images_assets	facade_gallery	3/300	str
photo_tour_order[].tour_metadata	images_assets	facade_gallery	3/300	object
photo_tour_order[].tour_metadata.average_usefulness_score	images_assets	facade_gallery	3/300	float
photo_tour_order[].tour_metadata.created_at	images_assets	facade_gallery	3/300	float
photo_tour_order[].tour_metadata.model_used	images_assets	facade_gallery	3/300	str
photo_tour_order[].tour_metadata.sections_included	images_assets	facade_gallery	3/300	array[str]
photo_tour_order[].tour_metadata.sections_missing	images_assets	facade_gallery	3/300	array[str]
photo_tour_order[].tour_metadata.total_photos_selected	images_assets	facade_gallery	3/300	int
photo_tour_order[].tour_metadata.tour_completeness_score	images_assets	facade_gallery	3/300	int
photo_tour_order[].tour_section	images_assets	facade_gallery	3/300	str
photo_tour_order[].url	images_assets	facade_gallery	3/300	str
photo_tour_order[].usefulness_score	images_assets	facade_gallery	3/300	int
photo_tour_order_updated	images_assets	facade_gallery	3/300	str
postcode	identity_location		18/300	str
postcode_distance_km	identity_location		291/300	float
postcode_enriched_at	identity_location		291/300	datetime
postcode_normalised_at	identity_location		18/300	datetime
postcode_normalised_reason	identity_location		18/300	str
previous_sale_year	other		6/300	int
price	other		8/300	str
price_history	transactions_history		8/300	array[object]
price_history[].event	transactions_history		8/300	str
price_history[].price_numeric	transactions_history		8/300	int/null
price_history[].price_text	transactions_history		8/300	str
price_history[].recorded_at	transactions_history		8/300	str
price_history[].run_id	transactions_history		8/300	str
processing_status	pipeline_meta		130/300	object
processing_status.external_floor_area_sqm	physical_attributes		14/300	float/int
processing_status.floor_plan_analysed	images_assets	floor_plan	16/300	bool
processing_status.floor_plans_analysed	images_assets	floor_plan	16/300	int
processing_status.floor_size_extracted	pipeline_meta		11/300	bool
processing_status.house_plans_found	pipeline_meta		114/300	bool
processing_status.images_processed	images_assets	facade_gallery	130/300	bool
processing_status.internal_floor_area_sqm	physical_attributes		14/300	float/int
processing_status.model_used	pipeline_meta		16/300	str
processing_status.on_demand	pipeline_meta		2/300	bool
processing_status.photos_analysed	images_assets	facade_gallery	16/300	int
processing_status.processed_at	pipeline_meta		130/300	datetime
processing_status.processing_duration_seconds	pipeline_meta		114/300	float
processing_status.total_floor_area_sqm	physical_attributes		14/300	float/int
processing_status.worker_id	pipeline_meta		114/300	int
property_images	images_assets	facade_gallery	18/300	array[str]
property_images_original	images_assets	facade_gallery	18/300	array[str]
property_images_refreshed	images_assets	facade_gallery	2/300	array[str]
property_images_refreshed_at	images_assets	facade_gallery	2/300	datetime
property_insights	editorial_ai		20/300	object
property_insights.bathrooms	physical_attributes		8/300	object
property_insights.bathrooms.rarity_insights	physical_attributes		8/300	array[]
property_insights.bathrooms.suburbComparison	identity_location		8/300	object
property_insights.bathrooms.suburbComparison.narrative	identity_location		8/300	str
property_insights.bathrooms.suburbComparison.percentile	identity_location		8/300	int
property_insights.bathrooms.suburbComparison.sampleSize	identity_location		8/300	int
property_insights.bathrooms.suburbComparison.suburbMedian	identity_location		8/300	int
property_insights.bathrooms.suburbComparison.suburbName	identity_location		8/300	str
property_insights.bathrooms.value	physical_attributes		8/300	int
property_insights.bedrooms	physical_attributes		8/300	object
property_insights.bedrooms.rarity_insights	physical_attributes		8/300	array[]
property_insights.bedrooms.suburbComparison	identity_location		8/300	object
property_insights.bedrooms.suburbComparison.narrative	identity_location		8/300	str
property_insights.bedrooms.suburbComparison.percentile	identity_location		8/300	int
property_insights.bedrooms.suburbComparison.sampleSize	identity_location		8/300	int
property_insights.bedrooms.suburbComparison.suburbMedian	identity_location		8/300	float
property_insights.bedrooms.suburbComparison.suburbName	identity_location		8/300	str
property_insights.bedrooms.value	physical_attributes		8/300	int
property_insights.floor_area	physical_attributes		8/300	object
property_insights.floor_area.rarity_insights	physical_attributes		8/300	array[]
property_insights.floor_area.suburbComparison	identity_location		8/300	object
property_insights.floor_area.suburbComparison.narrative	identity_location		8/300	str
property_insights.floor_area.suburbComparison.percentile	identity_location		8/300	int
property_insights.floor_area.suburbComparison.sampleSize	identity_location		8/300	int
property_insights.floor_area.suburbComparison.suburbMedian	identity_location		8/300	float
property_insights.floor_area.suburbComparison.suburbName	identity_location		8/300	str
property_insights.floor_area.value	physical_attributes		8/300	float
property_insights.lot_size	editorial_ai		8/300	object
property_insights.lot_size.landUtilization	editorial_ai		1/300	object
property_insights.lot_size.landUtilization.buildingFootprint	editorial_ai		1/300	float
property_insights.lot_size.landUtilization.buildingFootprintPercent	editorial_ai		1/300	float
property_insights.lot_size.landUtilization.coveredOutdoor	editorial_ai		1/300	float
property_insights.lot_size.landUtilization.usableYard	editorial_ai		1/300	float
property_insights.lot_size.landUtilization.usableYardPercent	editorial_ai		1/300	float
property_insights.lot_size.rarity_insights	editorial_ai		8/300	array[]
property_insights.lot_size.value	editorial_ai		8/300	float/null
property_insights.parking	physical_attributes		8/300	object
property_insights.parking.rarity_insights	physical_attributes		8/300	array[]
property_insights.parking.suburbComparison	identity_location		8/300	object
property_insights.parking.suburbComparison.narrative	identity_location		8/300	str
property_insights.parking.suburbComparison.percentile	identity_location		8/300	int
property_insights.parking.suburbComparison.sampleSize	identity_location		8/300	int
property_insights.parking.suburbComparison.suburbMedian	identity_location		8/300	int
property_insights.parking.suburbComparison.suburbName	identity_location		8/300	str
property_insights.parking.value	physical_attributes		8/300	int
property_insights_updated	editorial_ai		20/300	datetime/str
property_tenure	other		128/300	str
property_tenure_desc	other		128/300	str
property_type	physical_attributes		174/300	str
property_type_correction	physical_attributes		3/300	object
property_type_correction.at	physical_attributes		3/300	datetime
property_type_correction.from	physical_attributes		3/300	str
property_type_correction.reason	physical_attributes		3/300	str
property_type_correction.rule	physical_attributes		3/300	str
property_type_correction.to	physical_attributes		3/300	str
property_type_correction.trusted_source	physical_attributes		3/300	str
property_valuation_data	valuation		130/300	object
property_valuation_data.bathrooms	physical_attributes		16/300	array[]/array[object]
property_valuation_data.bathrooms[].bath_present	physical_attributes		15/300	bool
property_valuation_data.bathrooms[].bathroom_label	physical_attributes		15/300	str
property_valuation_data.bathrooms[].condition_score	physical_attributes		15/300	int
property_valuation_data.bathrooms[].fixtures_quality	physical_attributes		15/300	str
property_valuation_data.bathrooms[].natural_light	physical_attributes		15/300	str
property_valuation_data.bathrooms[].quality_score	physical_attributes		15/300	int
property_valuation_data.bathrooms[].shower_type	physical_attributes		15/300	str
property_valuation_data.bathrooms[].tile_condition	physical_attributes		15/300	str
property_valuation_data.bathrooms[].vanity_style	physical_attributes		15/300	str
property_valuation_data.bathrooms[].visible	physical_attributes		15/300	bool
property_valuation_data.bedrooms	physical_attributes		16/300	array[]/array[object]
property_valuation_data.bedrooms[].bedroom_label	physical_attributes		15/300	str
property_valuation_data.bedrooms[].built_in_wardrobe	physical_attributes		15/300	bool
property_valuation_data.bedrooms[].ceiling_height	physical_attributes		15/300	str
property_valuation_data.bedrooms[].condition_score	physical_attributes		15/300	int
property_valuation_data.bedrooms[].ensuite	physical_attributes		15/300	bool
property_valuation_data.bedrooms[].flooring_condition	physical_attributes		15/300	str
property_valuation_data.bedrooms[].flooring_type	physical_attributes		15/300	str
property_valuation_data.bedrooms[].natural_light	physical_attributes		15/300	str
property_valuation_data.bedrooms[].paint_condition	physical_attributes		15/300	str
property_valuation_data.bedrooms[].quality_score	physical_attributes		15/300	int
property_valuation_data.bedrooms[].visible	physical_attributes		15/300	bool
property_valuation_data.bedrooms[].walk_in_robe	physical_attributes		15/300	bool
property_valuation_data.condition_summary	valuation		16/300	object
property_valuation_data.condition_summary.bathroom_score	physical_attributes		16/300	int/null
property_valuation_data.condition_summary.exterior_score	valuation		16/300	int
property_valuation_data.condition_summary.interior_score	valuation		16/300	int
property_valuation_data.condition_summary.kitchen_score	valuation		16/300	int/null
property_valuation_data.condition_summary.maintenance_level	valuation		16/300	str
property_valuation_data.condition_summary.outdoor_score	valuation		16/300	int
property_valuation_data.condition_summary.overall_score	valuation		16/300	int
property_valuation_data.exterior	valuation		130/300	object
property_valuation_data.exterior.cladding_condition	valuation		16/300	str
property_valuation_data.exterior.cladding_condition_score	valuation		114/300	int/null
property_valuation_data.exterior.cladding_condition_score_confidence	valuation		2/300	float/null
property_valuation_data.exterior.cladding_material	valuation		130/300	null/str
property_valuation_data.exterior.cladding_material_confidence	valuation		1/300	null
property_valuation_data.exterior.condition_score	valuation		16/300	int
property_valuation_data.exterior.door_quality_score	valuation		114/300	int/null
property_valuation_data.exterior.door_quality_score_confidence	valuation		2/300	float/null
property_valuation_data.exterior.driveway_condition_score	valuation		3/300	int
property_valuation_data.exterior.driveway_type	valuation		19/300	null/str
property_valuation_data.exterior.fence_condition_score	valuation		2/300	int/null
property_valuation_data.exterior.fence_type	valuation		18/300	str
property_valuation_data.exterior.garage_condition	valuation		16/300	null/str
property_valuation_data.exterior.garage_condition_score	valuation		114/300	int/null
property_valuation_data.exterior.garage_condition_score_confidence	valuation		2/300	float/null
property_valuation_data.exterior.garage_type	valuation		130/300	null/str
property_valuation_data.exterior.garage_type_confidence	valuation		1/300	float
property_valuation_data.exterior.landscaping_quality_score	valuation		1/300	int
property_valuation_data.exterior.outdoor_entertainment_score	valuation		1/300	int
property_valuation_data.exterior.overall_exterior_condition_score	valuation		114/300	int/null
property_valuation_data.exterior.overall_exterior_condition_score_confidence	valuation		2/300	float
property_valuation_data.exterior.paint_condition	valuation		130/300	null/str
property_valuation_data.exterior.paint_condition_confidence	valuation		2/300	float/null
property_valuation_data.exterior.paint_quality_score	valuation		114/300	int/null
property_valuation_data.exterior.paint_quality_score_confidence	valuation		1/300	null
property_valuation_data.exterior.pool_condition_score	valuation		1/300	null
property_valuation_data.exterior.pool_present	valuation		1/300	bool
property_valuation_data.exterior.pool_type	valuation		1/300	str
property_valuation_data.exterior.window_condition_score	valuation		114/300	int/null
property_valuation_data.exterior.window_condition_score_confidence	valuation		2/300	float/null
property_valuation_data.exterior.window_type	valuation		130/300	null/str
property_valuation_data.exterior.window_type_confidence	valuation		1/300	null
property_valuation_data.interior	valuation		114/300	object
property_valuation_data.interior. flooring_type	valuation		1/300	str
property_valuation_data.interior.appliances_quality_score	valuation		114/300	int/null
property_valuation_data.interior.appliances_quality_score_confidence	valuation		1/300	null
property_valuation_data.interior.bathroom_condition	physical_attributes		114/300	null/str
property_valuation_data.interior.bathroom_condition_confidence	physical_attributes		2/300	float/null
property_valuation_data.interior.bathroom_quality_score	physical_attributes		114/300	int/null
property_valuation_data.interior.bathroom_quality_score_confidence	physical_attributes		1/300	null
property_valuation_data.interior.ceiling_height	valuation		114/300	null/str
property_valuation_data.interior.ceiling_height_confidence	valuation		2/300	float/null
property_valuation_data.interior.fixtures_quality_score	valuation		114/300	int/null
property_valuation_data.interior.fixtures_quality_score_confidence	valuation		1/300	null
property_valuation_data.interior.flooring_condition_score	valuation		114/300	int/null
property_valuation_data.interior.flooring_condition_score_confidence	valuation		2/300	float/null
property_valuation_data.interior.flooring_quality_score	valuation		114/300	int/null
property_valuation_data.interior.flooring_quality_score_confidence	valuation		1/300	null
property_valuation_data.interior.flooring_type	valuation		113/300	null/str
property_valuation_data.interior.flooring_type_confidence	valuation		1/300	null
property_valuation_data.interior.kitchen_condition	valuation		114/300	null/str
property_valuation_data.interior.kitchen_condition_confidence	valuation		2/300	float/null
property_valuation_data.interior.kitchen_quality_score	valuation		114/300	int/null
property_valuation_data.interior.kitchen_quality_score_confidence	valuation		1/300	null
property_valuation_data.interior.natural_light_score	valuation		114/300	int/null
property_valuation_data.interior.natural_light_score_confidence	valuation		2/300	float/null
property_valuation_data.interior.overall_interior_condition_score	valuation		114/300	int/null
property_valuation_data.interior.overall_interior_condition_score_confidence	valuation		2/300	float/null
property_valuation_data.kitchen	valuation		16/300	object
property_valuation_data.kitchen.appliances_quality	valuation		16/300	null/str
property_valuation_data.kitchen.benchtop_material	valuation		16/300	null/str
property_valuation_data.kitchen.butler_pantry	valuation		16/300	bool
property_valuation_data.kitchen.cabinet_condition	valuation		16/300	null/str
property_valuation_data.kitchen.cabinet_style	valuation		16/300	null/str
property_valuation_data.kitchen.condition_score	valuation		16/300	int/null
property_valuation_data.kitchen.island_bench	valuation		16/300	bool
property_valuation_data.kitchen.natural_light	valuation		16/300	null/str
property_valuation_data.kitchen.quality_score	valuation		16/300	int/null
property_valuation_data.kitchen.splashback_type	valuation		16/300	null/str
property_valuation_data.kitchen.visible	valuation		16/300	bool
property_valuation_data.layout	valuation		114/300	object
property_valuation_data.layout.bathrooms_confidence	physical_attributes		1/300	float
property_valuation_data.layout.bedrooms_confidence	physical_attributes		1/300	float
property_valuation_data.layout.floor_area_source	physical_attributes		1/300	null
property_valuation_data.layout.floor_area_sqm	physical_attributes		113/300	float/int/null
property_valuation_data.layout.floor_area_sqm_confidence	physical_attributes		1/300	float
property_valuation_data.layout.layout_efficiency_score	valuation		113/300	int/null
property_valuation_data.layout.layout_efficiency_score_confidence	valuation		1/300	float
property_valuation_data.layout.living_areas_confidence	valuation		1/300	float
property_valuation_data.layout.natural_water_view	valuation		3/300	bool
property_valuation_data.layout.number_of_bathrooms	physical_attributes		113/300	float/int/null
property_valuation_data.layout.number_of_bedrooms	physical_attributes		113/300	int/null
property_valuation_data.layout.number_of_living_areas	valuation		113/300	int/null
property_valuation_data.layout.open_plan_layout	valuation		113/300	bool/null
property_valuation_data.layout.open_plan_layout_confidence	valuation		1/300	float
property_valuation_data.layout.study_present	valuation		113/300	bool/null
property_valuation_data.layout.study_present_confidence	valuation		1/300	float
property_valuation_data.layout.water_view_description	valuation		3/300	str
property_valuation_data.layout.water_view_quality_score	valuation		3/300	int/null
property_valuation_data.layout.water_view_rooms	physical_attributes		5/300	array[]/array[object]
property_valuation_data.layout.water_view_rooms[].description	physical_attributes		2/300	str
property_valuation_data.layout.water_view_rooms[].room_type	physical_attributes		2/300	str
property_valuation_data.layout.water_view_rooms[].view_quality_score	physical_attributes		2/300	int
property_valuation_data.layout.water_view_rooms[].water_view_type	physical_attributes		2/300	str
property_valuation_data.layout.water_view_type	valuation		3/300	str
property_valuation_data.living_areas	valuation		16/300	array[]/array[object]
property_valuation_data.living_areas[].area_label	valuation		15/300	str
property_valuation_data.living_areas[].ceiling_height	valuation		15/300	str
property_valuation_data.living_areas[].condition_score	valuation		15/300	int
property_valuation_data.living_areas[].flooring_condition	valuation		15/300	str
property_valuation_data.living_areas[].flooring_type	valuation		15/300	str
property_valuation_data.living_areas[].natural_light	valuation		15/300	str
property_valuation_data.living_areas[].open_plan_with_kitchen	valuation		15/300	bool
property_valuation_data.living_areas[].quality_score	valuation		15/300	int
property_valuation_data.living_areas[].visible	valuation		15/300	bool
property_valuation_data.metadata	valuation		114/300	object
property_valuation_data.metadata.extracted_at	valuation		114/300	float
property_valuation_data.metadata.has_professional_photography	valuation		113/300	bool
property_valuation_data.metadata.image_quality	valuation		113/300	str
property_valuation_data.metadata.model_used	valuation		114/300	str
property_valuation_data.metadata.total_images_analyzed	valuation		113/300	int/null
property_valuation_data.outdoor	valuation		130/300	object
property_valuation_data.outdoor.alfresco_covered	valuation		16/300	bool/null
property_valuation_data.outdoor.alfresco_present	valuation		16/300	bool
property_valuation_data.outdoor.alfresco_size	valuation		16/300	null/str
property_valuation_data.outdoor.driveway_condition_score	valuation		113/300	int/null
property_valuation_data.outdoor.driveway_condition_score_confidence	valuation		1/300	null
property_valuation_data.outdoor.driveway_type	valuation		113/300	null/str
property_valuation_data.outdoor.driveway_type_confidence	valuation		1/300	null
property_valuation_data.outdoor.fence_condition_score	valuation		114/300	int/null
property_valuation_data.outdoor.fence_condition_score_confidence	valuation		1/300	null
property_valuation_data.outdoor.fence_type	valuation		114/300	null/str
property_valuation_data.outdoor.fence_type_confidence	valuation		1/300	null
property_valuation_data.outdoor.landscaping_quality	valuation		16/300	str
property_valuation_data.outdoor.landscaping_quality_score	valuation		114/300	int/null
property_valuation_data.outdoor.landscaping_quality_score_confidence	valuation		1/300	null
property_valuation_data.outdoor.landscaping_score	valuation		16/300	int
property_valuation_data.outdoor.outdoor_entertainment_score	valuation		130/300	int/null
property_valuation_data.outdoor.outdoor_entertainment_score_confidence	valuation		1/300	null
property_valuation_data.outdoor.outdoor_kitchen_bbq	valuation		16/300	bool
property_valuation_data.outdoor.pool_condition	valuation		16/300	null/str
property_valuation_data.outdoor.pool_condition_score	valuation		130/300	int/null
property_valuation_data.outdoor.pool_condition_score_confidence	valuation		1/300	null
property_valuation_data.outdoor.pool_present	valuation		130/300	bool/null
property_valuation_data.outdoor.pool_present_confidence	valuation		1/300	float
property_valuation_data.outdoor.pool_type	valuation		130/300	null/str
property_valuation_data.outdoor.pool_type_confidence	valuation		1/300	null
property_valuation_data.outdoor.water_view_quality_score	valuation		16/300	int/null
property_valuation_data.outdoor.water_view_type	valuation		16/300	str
property_valuation_data.outdoor.water_views	valuation		16/300	bool
property_valuation_data.overall	valuation		114/300	object
property_valuation_data.overall.maintenance_level	valuation		113/300	null/str
property_valuation_data.overall.maintenance_level_confidence	valuation		1/300	float
property_valuation_data.overall.market_appeal_score	valuation		113/300	int/null
property_valuation_data.overall.market_appeal_score_confidence	valuation		1/300	float
property_valuation_data.overall.natural_water_view	valuation		63/300	bool
property_valuation_data.overall.negative_features	valuation		112/300	array[]/array[str]
property_valuation_data.overall.property_presentation_score	valuation		113/300	int/null
property_valuation_data.overall.property_presentation_score_confidence	valuation		1/300	float
property_valuation_data.overall.unique_features	valuation		112/300	array[]/array[str]
property_valuation_data.overall.water_view	valuation		2/300	object
property_valuation_data.overall.water_view.natural_water_view	valuation		2/300	bool
property_valuation_data.overall.water_view.water_view_description	valuation		2/300	str
property_valuation_data.overall.water_view.water_view_quality_score	valuation		2/300	int/null
property_valuation_data.overall.water_view.water_view_type	valuation		2/300	str
property_valuation_data.overall.water_view_description	valuation		63/300	null/str
property_valuation_data.overall.water_view_quality_score	valuation		63/300	int/null
property_valuation_data.overall.water_view_rooms	physical_attributes		58/300	array[]/array[object]
property_valuation_data.overall.water_view_rooms[].confidence_score	physical_attributes		1/300	float
property_valuation_data.overall.water_view_rooms[].description	physical_attributes		7/300	str
property_valuation_data.overall.water_view_rooms[].room_type	physical_attributes		7/300	str
property_valuation_data.overall.water_view_rooms[].view_quality_score	physical_attributes		7/300	int
property_valuation_data.overall.water_view_rooms[].water_view_type	physical_attributes		7/300	str
property_valuation_data.overall.water_view_type	valuation		63/300	null/str
property_valuation_data.property_metadata	valuation		16/300	object
property_valuation_data.property_metadata.air_conditioning	valuation		16/300	str
property_valuation_data.property_metadata.has_home_office	valuation		16/300	bool
property_valuation_data.property_metadata.has_professional_photography	valuation		16/300	bool
property_valuation_data.property_metadata.has_study	valuation		16/300	bool
property_valuation_data.property_metadata.image_quality	valuation		16/300	str
property_valuation_data.property_metadata.market_appeal_score	valuation		16/300	int
property_valuation_data.property_metadata.negative_features	valuation		16/300	array[]/array[str]
property_valuation_data.property_metadata.prestige_tier	valuation		10/300	str
property_valuation_data.property_metadata.property_presentation_score	valuation		16/300	int
property_valuation_data.property_metadata.smart_home_features	valuation		16/300	bool
property_valuation_data.property_metadata.solar_visible	valuation		16/300	bool
property_valuation_data.property_metadata.total_images_analyzed	valuation		16/300	int
property_valuation_data.property_metadata.unique_features	valuation		16/300	array[]/array[str]
property_valuation_data.property_overview	valuation		16/300	object
property_valuation_data.property_overview.architectural_style	valuation		16/300	str
property_valuation_data.property_overview.building_type	valuation		16/300	str
property_valuation_data.property_overview.number_of_stories	valuation		16/300	int/null
property_valuation_data.property_overview.overall_condition	valuation		16/300	str
property_valuation_data.property_overview.overall_condition_score	valuation		16/300	int
property_valuation_data.property_overview.roof_type	valuation		16/300	null/str
property_valuation_data.renovation	valuation		130/300	object
property_valuation_data.renovation.bathrooms_renovated	physical_attributes		16/300	bool
property_valuation_data.renovation.flooring_updated	valuation		16/300	bool
property_valuation_data.renovation.kitchen_renovated	valuation		16/300	bool
property_valuation_data.renovation.modern_features_score	valuation		130/300	int/null
property_valuation_data.renovation.modern_features_score_confidence	valuation		2/300	float/null
property_valuation_data.renovation.overall_renovation_level	valuation		16/300	str
property_valuation_data.renovation.renovation_level	valuation		114/300	null/str
property_valuation_data.renovation.renovation_level_confidence	valuation		2/300	float/null
property_valuation_data.renovation.renovation_recency	valuation		130/300	null/str
property_valuation_data.renovation.renovation_recency_confidence	valuation		2/300	float/null
property_valuation_data.structural	valuation		114/300	object
property_valuation_data.structural.architectural_style	valuation		114/300	null/str
property_valuation_data.structural.architectural_style_confidence	valuation		2/300	float
property_valuation_data.structural.building_type	valuation		114/300	null/str
property_valuation_data.structural.building_type_confidence	valuation		2/300	float
property_valuation_data.structural.number_of_stories	valuation		114/300	int/null
property_valuation_data.structural.number_of_stories_confidence	valuation		3/300	float
property_valuation_data.structural.roof_condition_score	valuation		114/300	int/null
property_valuation_data.structural.roof_condition_score_confidence	valuation		2/300	float
property_valuation_data.structural.roof_type	valuation		114/300	null/str
property_valuation_data.structural.roof_type_confidence	valuation		2/300	float
propradar_linked_at	other		7/300	str
propradar_property_id	identity_location		7/300	str
rental_estimate_fresh	other		6/300	object
rental_estimate_fresh.weekly_rent	other		6/300	int
rental_estimate_fresh.yield	other		6/300	float
sale_date	other		6/300	str
sale_method	other		10/300	str
sale_price	transactions_history		15/300	str
satellite_analysis	images_assets	satellite	15/300	object
satellite_analysis.analysis_pending	images_assets	satellite	2/300	bool
satellite_analysis.annotated_image_url	images_assets	satellite	2/300	str
satellite_analysis.boundary_polygon	images_assets	aerial	2/300	array[array[int]]
satellite_analysis.categories	images_assets	satellite	15/300	object
satellite_analysis.categories.adjacency	images_assets	satellite	15/300	object
satellite_analysis.categories.adjacency.backs_onto	images_assets	satellite	15/300	array[str]
satellite_analysis.categories.adjacency.elevation_position	images_assets	satellite	15/300	str
satellite_analysis.categories.adjacency.frontage	images_assets	satellite	15/300	str
satellite_analysis.categories.amenity_premiums	images_assets	satellite	15/300	object
satellite_analysis.categories.amenity_premiums.green_space_proximity	images_assets	satellite	15/300	str
satellite_analysis.categories.amenity_premiums.mature_landscaping	images_assets	satellite	15/300	str
