path	domain_tag	asset_type	fill	types
valuation_data.comparables[].adjustment_result.adjustments.renovation_quality.skipped	valuation		1/300	bool
valuation_data.comparables[].adjustment_result.adjustments.renovation_quality.subject_value	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.stories	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.stories.comp_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.stories.diff	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.stories.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.stories.rate	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.stories.subject_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.street_premium	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.street_premium.comp_value	valuation		1/300	null
valuation_data.comparables[].adjustment_result.adjustments.street_premium.diff	valuation		1/300	float
valuation_data.comparables[].adjustment_result.adjustments.street_premium.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.street_premium.rate	valuation		1/300	str
valuation_data.comparables[].adjustment_result.adjustments.street_premium.skipped	valuation		1/300	bool
valuation_data.comparables[].adjustment_result.adjustments.street_premium.subject_value	valuation		1/300	null
valuation_data.comparables[].adjustment_result.adjustments.water_views	valuation		1/300	object
valuation_data.comparables[].adjustment_result.adjustments.water_views.comp_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.water_views.diff	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.water_views.dollars	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.water_views.rate	valuation		1/300	int
valuation_data.comparables[].adjustment_result.adjustments.water_views.subject_value	valuation		1/300	int
valuation_data.comparables[].adjustment_result.rates_source	valuation		1/300	str
valuation_data.comparables[].adjustment_result.total_adjustment	valuation		1/300	int
valuation_data.comparables[].adjustment_result.total_adjustment_pct	valuation		1/300	float
valuation_data.comparables[].distance_km	valuation		1/300	float
valuation_data.comparables[].features	valuation		1/300	object
valuation_data.comparables[].features.basic	valuation		1/300	object
valuation_data.comparables[].features.basic.ac_ducted	valuation		1/300	bool
valuation_data.comparables[].features.basic.approximate_build_year	valuation		1/300	int
valuation_data.comparables[].features.basic.bathrooms	physical_attributes		1/300	int
valuation_data.comparables[].features.basic.beach_distance_km	valuation		1/300	float
valuation_data.comparables[].features.basic.bedrooms	physical_attributes		1/300	int
valuation_data.comparables[].features.basic.car_spaces	physical_attributes		1/300	int
valuation_data.comparables[].features.basic.cladding_level	valuation		1/300	int
valuation_data.comparables[].features.basic.cladding_raw	valuation		1/300	str
valuation_data.comparables[].features.basic.floor_area_sqm	physical_attributes		1/300	float
valuation_data.comparables[].features.basic.kitchen_score	valuation		1/300	int
valuation_data.comparables[].features.basic.land_size_sqm	physical_attributes		1/300	float
valuation_data.comparables[].features.basic.number_of_stories	valuation		1/300	int
valuation_data.comparables[].features.basic.pool_present	valuation		1/300	bool
valuation_data.comparables[].features.basic.renovation_level	valuation		1/300	int
valuation_data.comparables[].features.basic.renovation_level_raw	valuation		1/300	str
valuation_data.comparables[].features.basic.renovation_quality_score	valuation		1/300	float
valuation_data.comparables[].features.basic.water_views	valuation		1/300	bool
valuation_data.comparables[].features.npui_breakdown	valuation		1/300	object
valuation_data.comparables[].features.npui_breakdown.inputs	valuation		1/300	object
valuation_data.comparables[].features.npui_breakdown.inputs.bathrooms	physical_attributes		1/300	int
valuation_data.comparables[].features.npui_breakdown.inputs.bedrooms	physical_attributes		1/300	int
valuation_data.comparables[].features.npui_breakdown.inputs.carspaces	physical_attributes		1/300	int
valuation_data.comparables[].features.npui_breakdown.inputs.exterior.overall_exterior_condition_score	valuation		1/300	int
valuation_data.comparables[].features.npui_breakdown.inputs.floor_area_sqm	physical_attributes		1/300	float
valuation_data.comparables[].features.npui_breakdown.inputs.interior.bathroom_quality_score	physical_attributes		1/300	float
valuation_data.comparables[].features.npui_breakdown.inputs.interior.kitchen_quality_score	valuation		1/300	int
valuation_data.comparables[].features.npui_breakdown.inputs.interior.natural_light_score	valuation		1/300	float
valuation_data.comparables[].features.npui_breakdown.inputs.interior.overall_interior_condition_score	valuation		1/300	int
valuation_data.comparables[].features.npui_breakdown.inputs.land_size_sqm	physical_attributes		1/300	float
valuation_data.comparables[].features.npui_breakdown.inputs.layout.layout_efficiency_score	valuation		1/300	int
valuation_data.comparables[].features.npui_breakdown.inputs.layout.number_of_living_areas	valuation		1/300	int
valuation_data.comparables[].features.npui_breakdown.inputs.outdoor.fence_condition_score	valuation		1/300	int
valuation_data.comparables[].features.npui_breakdown.inputs.outdoor.landscaping_quality_score	valuation		1/300	int
valuation_data.comparables[].features.npui_breakdown.inputs.outdoor.outdoor_entertainment_score	valuation		1/300	int
valuation_data.comparables[].features.npui_breakdown.inputs.renovation.modern_features_score	valuation		1/300	int
valuation_data.comparables[].features.npui_breakdown.npui	valuation		1/300	float
valuation_data.comparables[].features.npui_breakdown.null_fields	valuation		1/300	array[]
valuation_data.comparables[].features.npui_breakdown.raw_utility	valuation		1/300	float
valuation_data.comparables[].id	valuation		1/300	str
valuation_data.comparables[].images	valuation		1/300	array[str]
valuation_data.comparables[].included_in_valuation	valuation		1/300	bool
valuation_data.comparables[].independent_valuation	valuation		1/300	int
valuation_data.comparables[].narrative	valuation		1/300	str
valuation_data.comparables[].price	valuation		1/300	float
valuation_data.comparables[].series	valuation		1/300	str
valuation_data.comparables[].utility_index	valuation		1/300	float
valuation_data.comparables[].valuation_price	valuation		1/300	null
valuation_data.comparables[].verification	valuation		1/300	object
valuation_data.comparables[].verification.accuracy_pct	valuation		1/300	float
valuation_data.comparables[].verification.checks_passed	valuation		1/300	bool
valuation_data.comparables[].verification.data_quality_pct	valuation		1/300	float
valuation_data.comparables[].verification.is_verified	valuation		1/300	bool
valuation_data.comparables[].verification.issues	valuation		1/300	array[str]
valuation_data.comparables[].verification.npui_accuracy_pct	valuation		1/300	float
valuation_data.comparables[].verification.status	valuation		1/300	str
valuation_data.comparables[].verification.z_score	valuation		1/300	float
valuation_data.comparables[].weight	valuation		1/300	object
valuation_data.comparables[].weight.factors	valuation		1/300	object
valuation_data.comparables[].weight.factors.adjusted_accuracy	valuation		1/300	float
valuation_data.comparables[].weight.factors.adjustment_quality	valuation		1/300	float
valuation_data.comparables[].weight.factors.data_quality	valuation		1/300	float
valuation_data.comparables[].weight.factors.proximity	valuation		1/300	float
valuation_data.comparables[].weight.factors.recency	valuation		1/300	float
valuation_data.comparables[].weight.factors.verification	valuation		1/300	float
valuation_data.comparables[].weight.normalized	valuation		1/300	float
valuation_data.comparables[].weight.raw_weight	valuation		1/300	float
valuation_data.computed_at	valuation		150/300	datetime
valuation_data.confidence	valuation		150/300	object
valuation_data.confidence.confidence	valuation		150/300	str
valuation_data.confidence.cv	valuation		108/300	float/null
valuation_data.confidence.directional_only	valuation		6/300	bool
valuation_data.confidence.directional_reason	valuation		6/300	str
valuation_data.confidence.exclusion_reason	valuation		42/300	str
valuation_data.confidence.n_total	valuation		150/300	int
valuation_data.confidence.n_verified	valuation		150/300	int
valuation_data.confidence.range	valuation		150/300	null/object
valuation_data.confidence.range.high	valuation		100/300	int
valuation_data.confidence.range.low	valuation		100/300	int
valuation_data.confidence.range_basis	valuation		103/300	object
valuation_data.confidence.range_basis.half_width_pct	valuation		103/300	float
valuation_data.confidence.range_basis.kind	valuation		103/300	str
valuation_data.confidence.range_basis.measured_on	valuation		103/300	str
valuation_data.confidence.range_basis.n_sales	valuation		103/300	int
valuation_data.confidence.range_basis.note	valuation		103/300	str
valuation_data.confidence.range_basis.suburb	identity_location		103/300	str
valuation_data.confidence.reconciled_valuation	valuation		150/300	int/null
valuation_data.confidence.std_dev	valuation		108/300	int/null
valuation_data.confidence.suburb_calibration	identity_location		103/300	object
valuation_data.confidence.suburb_calibration.factor	identity_location		103/300	float
valuation_data.confidence.suburb_calibration.measured_on	identity_location		103/300	str
valuation_data.confidence.suburb_calibration.reason	identity_location		103/300	str
valuation_data.confidence.suburb_calibration.suburb	identity_location		103/300	str
valuation_data.location_factors	valuation		108/300	object
valuation_data.location_factors.golf_course_backing	valuation		108/300	bool
valuation_data.location_factors.golf_course_confidence	valuation		108/300	str
valuation_data.location_factors.golf_course_premium_applied	valuation		108/300	float/int
valuation_data.location_factors.golf_course_reason	valuation		108/300	str
valuation_data.metadata	valuation		150/300	object
valuation_data.metadata.computation_time_ms	valuation		13/300	int
valuation_data.metadata.directional_only	valuation		108/300	bool
valuation_data.metadata.gaps_version	valuation		150/300	int
valuation_data.metadata.generated_at	valuation		150/300	int
valuation_data.metadata.input_fingerprint	valuation		4/300	str
valuation_data.metadata.parameters	valuation		150/300	object
valuation_data.metadata.parameters.address	identity_location		150/300	str
valuation_data.recent_sales	valuation		108/300	array[]/array[object]
valuation_data.recent_sales[]._data_quality_pct	valuation		106/300	float
valuation_data.recent_sales[].address	identity_location		106/300	str
valuation_data.recent_sales[].adjustment_result	valuation		106/300	object
valuation_data.recent_sales[].adjustment_result.adjusted_price	valuation		106/300	int
valuation_data.recent_sales[].adjustment_result.adjustments	valuation		106/300	object
valuation_data.recent_sales[].adjustment_result.adjustments.ac_type	valuation		106/300	object
valuation_data.recent_sales[].adjustment_result.adjustments.ac_type.comp_value	valuation		106/300	int
valuation_data.recent_sales[].adjustment_result.adjustments.ac_type.diff	valuation		106/300	int
valuation_data.recent_sales[].adjustment_result.adjustments.ac_type.dollars	valuation		106/300	int
